School ,Source,Review,,,
Dartmouth,GMAT Club,"Tuck has taught me many things, but most importantly the sense of community and possibility. By community, I mean understanding that no matter where you are it is important to stick together and never betray your values. I intend to bring this to wherever I go and contribute in any way I can. By possibility, I mean Tuck gave me the security to trust myself and be certain that if I work hard and truly believe in what I do, I will be able to achieve something bigger than myself.

One of the most memorable moments of my MBA was when Federico Minoli, former CEO of Ducati, visited our Competitive & Corporate Strategy course. His vision and practical tips on turn-arounds and management completely redefined the way I see the competitive game within business.
",,,
Dartmouth,GMAT Club,"I spent two amazing years at Tuck and have found both the in-school experience and alumni body exactly as described when I first considered the school.

First, Tuck is a special place both for its beautiful location in Hanover, NH and for its world-renowned professors who commit to teaching and research. Granted, the location is not for everyone, but when it comes to recruiting it makes little difference. From the first week, we were consistently bombarded with recruiters from all the top consulting, finance, and tech firms in the country. The strength and reputation of any business school can be judged on this measure.

Second, the student body is limited to about 280 in each class. It makes for a more intimate learning environment, and frankly everyone gets to know each other over the course of two years. And how this translates to the classroom, and by extension the working world, is how well Tuck students work in teams and excel in collaboration.

Coming out of Tuck, I left with a toolkit of skills and experiences I could not have gotten had I not gone to business school.",,,
Dartmouth,GMAT Club,"Before I decided to apply for an MBA, I was a big-four Consultant based in New York City, where I had lived since graduating undergrad in 2010. I decided that consulting was not for me, and was looking for a set trajectory into investment banking. I knew I would be based in NYC after my MBA, so I was keen on finding a unique, immersive experience - far enough from the NYC that I felt like it was a real change, but close enough for IB recruiting to still be feasible. Tuck was the ideal choice for me - Hanover is a bucolic little college town with a tight-knit and vibrant community. I got to know each of my 281 classmates personally, and made many lifelong friendships. Choose Tuck if you want to be thrown into a routine where you depend and work closely with your classmates, if you are into new and unique experiences (hockey?, snowboarding?), if you hope to have your partner to feel welcome as a part of your day to day MBA experience, and if you are keen on engaging in dialogue with some of the best professors in the world. Within three months of starting at Tuck, I had signed an offer with the investment bank of my choice (career services tailors the recruiting process very closely to your own capabilities), and was able to plan the remainder of my time at Tuck to take classes I wouldn't have otherwise, and to travel internationally (10+ countries!). I would advise future applicants to visit the campus beforehand, sit in on classes, and engage with current and former students to learn just how immersive/rewarding their two years can be.",,,
Dartmouth,GMAT Club,"I came to Tuck knowing that I wanted a small and intimate b-school experience, and that is exactly what I have gotten so far. You get to know your classmates both in and out of the classroom, and you can shape your experience to whatever fits your goals and needs. You definitely have to ""want"" to come here, being out the middle of nowhere with 280 of your closest friends (560 if you count both classes) so be sure you articulate why Tuck is important to you, since it definitely isn't for everyone. Tuck is also great at connecting prospective students with current ones, and they will do their best job to ensure that your campus visit and interview leave you with the impression that Tuck is all about community and getting to know you. Best advice for applicants: know what it is about Tuck that speaks to you and how you can add value to the class.",,,
Dartmouth,GMAT Club,"Tuck knows it's strengths and plays to them extremely well. The career prospects for consulting are unmatched and the alumni network is extremely responsive and helpful when seeking employment. My classmates were impressive and friendly -- many I will stay in touch with for the rest of my life.

Social life is made up of house parties, bars in town, and tons of events on campus. You'll get fatigue of activities before you ever get bored. Hanover is quaint and hospitable and a handful of new eateries (with surprisingly fantastic food) have popped up in the last two years. There is easy access to New York via a luxury bus-line (over-sized leather chairs, wi-fi, keurig, snacks, and drinks) and Boston is 2 hours away. Most students bring cars.

There is no doubt that I am better set up to succeed in my career after attending the Tuck School of Business. I went back last month with my consulting firm to recruit more students because the firm I work for sees great succes hiring at Tuck. Don't let the location scare you off, the upside is tremendous.",,,
Dartmouth,GMAT Club,"The entire student body is incredibly nice. It's hard to find a mean person at Tuck. However, the school does not attract as many diverse students as some of the other schools located in big cities. This is a bit of a disappointment. I will give Tuck credit though, as they are making significant efforts to fix this. The number of women enrolled at Tuck is up from 32% to 42%, which is a huge leap in just one year. I would like to see more diversity in terms of ethnic backgrounds and socioeconomic standing.

Herd mentality is a bit strong at Tuck. Almost everyone does hiking, hockey, skiing, and other winter sports because their friends are doing it.

The alumni of Tuck are amazing. They have been incredibly helpful to me during my job search. It's true that they are willing to drop everything to spend time talking to you. Of all the alumni that I have reached out to, everyone has gotten back to me promptly. The size of the alumni base is not that big, but they are MIGHTY.

Location - this is probably the hardest thing for me to adjust to and it will vary from person to person. I thought living in a small rural town would be fun, but I miss city life so much. If you're an outdoorsy person, you should have no problem. If you are used to public transportation, convenience, a thousand different activities and restaurants to sample, then Hanover may be a difficult transition.",,,
Dartmouth,GMAT Club,"Tuck has met all my expectations to date. First, it provides a wide range of opportunities not only limited to consulting or banking. There are a myriad of general management jobs and more recently technology jobs available. While there are lot of opportunities for the Northeast, increasingly there are opportunities further afield with a growing alumni base out on the West Coast. Overall, I found the Careers Development Office and the alumni network to be valuable resources in the job search.

Tuck is a close-knit program that really focuses on community. Since Dean Slaughter took over, there has been an increased focus on innovation and global experiences. I am very optimistic about the changes that Dean Slaughter will push forward and believe that Tuck will continue to improve its offer while keeping the thing that it is really good at - the close-knit residential full-time MBA program.

Due to the small class size, you really can get to know all your classmates. To date, I know every single person of my class and around 50-60% of the class above and below. There is something to be said for shared experiences and I think this is the primary reason why Tuck has such strong alumni support. Whenever I speak with an alum, we frequently talk about things happening at Tuck and age old traditions like tripod hockey or skiing at Killington.

Tuck is not for everyone due to its size and location but I personally viewed both as big advantages. I would recommend any applicant to take advantage of the open interview system to visit and interview on campus. You may be surprised!

The core curriculum is a key component of Tuck and I really like how it stitches together to form a cohesive experience. In particular, Professors Neslin and Kopalle, who both teach core statistics, are phenomenal professors.

Tuck also has some great healthcare classes due to its close ties with Geisel, the medical school at Dartmouth.",,,
Dartmouth,Niche,Dartmouth is a great place to study for sure. The professors are kind and always willing to help. Classmates are friendly. The weather might bother but one good thing about it is that the school has its own skiway which is 20 mins drive from the campus.,,,
Dartmouth,Niche,"Dartmouth appeals to a specific type of person. As an Ivy League school, the College offers a lot of institutional funding for student's education, faculty, and experiences both on and off campus. The quaint New England setting is in one of the most picturesque parts of the country and it offers a kind of quiet that allows you to focus on your studies. If you're looking for a party school in a big city, this isn't it.",,,
Dartmouth,Niche,"Dartmouth has been incredible. It’s a really small school, and that makes the experience so unique - you really get to know your class, and you see your friends everywhere you go on campus. The dedication that the professors have to their students is incredible. They are all there mainly to teach undergraduate students, and you can tell. The profs take their time to learn about you and your individual interests, and the small classes help facilitate this dynamic. While Hanover can feel isolated sometimes, my overall experience at Dartmouth has been better than I could have ever hoped for.",,,
Dartmouth,Niche,"My overall experience at Dartmouth College has been incredibly enriching. The close-knit community here is something I deeply appreciate. It’s a place where you feel supported, not just by your peers but also by faculty and staff who are genuinely invested in your success. The 10-week term system is fast-paced but keeps you constantly engaged and learning.

What I love most about Dartmouth is the access to nature—it’s a place where I can hike, ski, and take advantage of the beautiful outdoors while also diving deep into my studies. The community is diverse and offers the chance to meet people from so many different backgrounds, enriching the overall college experience. From being involved in extracurriculars like the Nathan Smith Society and the Women in Science Project to living with my sorority sisters, there’s never a dull moment. It’s a place where you’re constantly challenged, but in the best way possible.",,,
Dartmouth,Niche,"The school is in the middle of nowhere. SO, the school community is very close, and the people are very approachable. It is a very walkable town/campus, and so it is easy to get to classes. The town of Hanover has a lot of restaurants, but also a lot of old people. SO, most of the activities are really just on campus. Since Dartmouth owns a lot of land in the area, the outdoor scene is fantastic. If you are into hiking, climbing, kayaking, and anything else outdoors-adjacent, it is the perfect spot.",,,
Dartmouth,Niche,"I really liked the fact that it's a smaller school( smallest of the Ivies) its a couple hours from Boston, 4-5 from NYC and the Dartmouth Outing Club is the best!",,,
Harvard,GMAT Club,"My experience during the Harvard MBA program was transformative, both professionally and personally. I entered the program seeking to sharpen my leadership skills, broaden my global perspective, and build a network of peers who shared the drive to make meaningful impact. Harvard exceeded those expectations.

The case method was a standout feature—it pushed me to think critically, speak with confidence, and make decisions under uncertainty. Every class felt like a real-world boardroom, filled with diverse perspectives and rich debate. The faculty were not just subject-matter experts, but also deeply committed to student development.

Outside the classroom, the ecosystem at Harvard was unparalleled. I took part in cross-disciplinary initiatives like the i-Lab, worked on global immersions that took me to developing economies, and collaborated with classmates who were former military officers, entrepreneurs, and social impact leaders. Each interaction expanded my understanding of what leadership means in a complex world.",,,
Harvard,GMAT Club,"I gained so much perspective from listening to the perspectives of my classmates. We thought about solving tough problems in different ways - and that really comes our during the case method. The professors really brought out these perspectives through carefully facilitated conversations. The end result was that I improved my business judgement and communication skills. I can look at large amounts of information, quickly figure out what matters, analyze that information, and make a recommendation.",,,
Harvard,GMAT Club,"Classmates are very bright, curious and come from a broad array of interesting backgrounds both professionally and personally. While the total class size is very large (900+ students). Being divided into sections of 90 students with whom you spend every classroom hour your first year and countless social hours creates a fun close-knit group.

Case method is very engaging and facilitates a ton of learning even though it is frequently at a high level (not as tactical or technical). Participation (and attendance) is a huge part of your grade so everyone, for the most part, shows up prepared and engaged. Academics as a result are a bit more time-consuming than I anticipated but the classes have been great. Have 2-3 cases a day 5 days a week (some days off for holidays and ""career search"" are sprinkled throughout the semester).",,,
Harvard,GMAT Club,"Academics -- Incredible opportunity to take classes with renowned experts in their fields. I really enjoyed the Case Method, because it was more interactive and engaging than other classes that I've taken, but also provided opportunities to practice ""speaking up"", which is a very relevant skill in the professional world.

Culture -- Culture felt more cerebral and scholarly than other business schools I've seen. The student body was pretty tight knit and collaborative. However, there was a huge emphasis placed on wealth, and friend groups tended to form across ""class"" lines.

Networking -- Hands down the greatest value add of HBS. Alumni have a very strong presence on and off campus, and HBS grads tend to stick together. Most people found jobs through the alumni network (including myself)

Value -- Great value for the money -- probably the best. Very generous financial aid package (need-based) and the brand/network benefits pay dividends long after graduation.

Very good well-rounded traditional curriculum, but it felt outdated in many ways. With so many people going into Tech after graduation, I was disappointed by the lack of classes/field opportunities devoted strictly to digital innovation. Not a lot of sales classes either.",,,
Harvard,GMAT Club,"HBS has provided everything I could possibly want in a business school. The faculty is incredible (I've had classes with the former PepsiCo CEO, Danaher CEO, and COO of the Patriots) and the section experience during RC year really brings the size of the campus down. I've developed extraordinary friendships with fellow students from myriad backgrounds and know many of these will be lifelong friendships. The only complaint that I have about the program is that we don't have any weekly day off like many other programs do (Kellogg has Tuesdays off, Anderson gets Friday off). Honestly though, the fact that is my biggest complaint about the program shows how great the program is.

Coming from consulting, I heard a lot of opinions about various business schools. While much of the information I got from my co-workers was accurate, you can't truly understand HBS until you visit a class. The case method is a completely different learning experience and it's intellectually stimulating in a way lecture-based classes aren't. Choosing HBS was the best decision I've ever made and couldn't be happier here.",,,
Harvard,GMAT Club,"HBS provides an incredible platform academically, socially, and professionally. The instructors are world class, both professors and practitioners. The guests are world renowned, and many. The students are incredible, having achieved an enormous amount, and hailing from all around the world . The biggest criticism that I have heard of HBS is the size of the classroom - this works only to enhance the number and quality of your friends and classmates, and I would not have it any other way. You will keep meeting new people and making new friends deep into your experience. Additionally, when engaging with firms, there is likely to be a classmate who has worked at or alongside those firms.",,,
Harvard,GMAT Club,"I wasn't sure what to expect from business school, but HBS has blown my expectations out of the water. The support and kindness of fellow students is wonderful, the willingness of the professors and students to help with career or personal endeavors is fantastic, and the friends I have made are life-long.

The brand is as powerful as one might expect, but it doesn't open every door automatically. It gets you in front of most people, but you still need to prove yourself. The bar is set high when people are talking to and working with an HBS grad.

I'd suggest future applicants to question the negative stereotypes. While they exist at all schools, they are such a minority of the experience.",,,
Harvard,GMAT Club,"HBS is a great place to go to business school. Some key areas that distinguish it from other programs:

- Brand Name: when you say you go to HBS, people take note, even if they aren't in the business world. Sounds a bit stuck up to say, but frankly, if you're going to spend $200k on an MBA, that's the reaction you need.

- Case Method: nearly all classes here are case method where you read a case and debate what decisions should be made in class. And you often have the case protagonist in the room because HBS professors write most of the cases. By the time you graduate, you've made thousands of real world decisions and had to defend them to very smart people.

- Sections: HBS is a huge b-school with nearly 1000 students, but in your first year, you're put in a section of ~95 students. This group becomes your family and really helps make a big school feel small. You get the huge alumni network with the small school intimacy. Win win",,,
Harvard,GMAT Club,"My time at HBS met or exceeded my expectations in every regard. The school offered everything an MBA program could provide: broad range of courses, distinguished faculty, incredible diversity of student background, immersive social environment, countless opportunities for international study and travel, fantastic career development resources, and an impressive and global alumni network. I met so many new friends and learned so much that I feel my life has been enriched from this experience - which is remarkable for a degree in business. Overall, the program was an amazing two years, and I would choose HBS again in a heartbeat.",,,
Harvard,GMAT Club,"I think the school guanrantees you one of the following : your dream job ; a great network; or unparalleled partying. Where people go wrong is trying to attain all three. Pick one and you will get it!

Classmates were very nice and smart. Never really encountered the Harvard stereotype.

The classes were interesting but don’t expect to get specialized knowledge such as accounting , modeling, or deep supply chain knowledge. Harvard Business School focuses more on teaching you how to think and problem solve, which coincidentally the skill I use the most at work now.

Even at a top tech company, many of my coworkers struggle to understand problems from a director’s level but reading 10,000 case studies allows you to hone the practice.

Limited flexibility in choosing classes, no ability to specialize and you won’t get SME experience",,,
Harvard,GMAT Club,"I had two expectations going into HBS. The first was to expand my network and the second was to come out of the program working on my own business venture. HBS met and exceeded both of these expectations. The network I was able to build with fellow students and alumni is invaluable. There have been countless times I have already reached out to old classmates or alumni to get their advice on something I have been working on. Launching my own startup was also a primary reason for going to business school. HBS is very supportive of entrepreneurship and has tons of resources at both HBS and throughout the wider Harvard community that have come in handy as I launch my own venture.
",,,
Harvard,GMAT Club,"HBS has the most unique classroom experience with the case study method and engagement model. Everyone who is serious about attending HBS should first attend a a class on campus to “get it”. For applications then, the lens to look at your application through is if you’ll add something unique to the classroom. At HBS, each student’s experience is highly dependent on their classmates. Therefore, if you do not add anything unique and insightful to the classroom, you are dead space and reducing everyone else’s ecperience. Therefore, highlight your uniqueness and ability to add nuance and insight to the classroom and that’s your ticket into HBS",,,
Harvard,GMAT Club,"Business school is unfortunately not a 2 year vacation at HBS. Classes are challenging - you always have to be on top of your game because of class participation and cold calls - and the learning curve in the first semester is very steep. Class attendance is mandatory (HBS has a very strict attendance policy) and there is class 5 days a week. What that does is force everyone to be very engaged, leading to better discussions, and a lot more learning than if it were just the professor speaking. That being said, the case method is a little more difficult to enact in classes like finance and accounting, and it can be hard for those with non-finance backgrounds to get up to speed quickly because the school just throws you in the deep end with financial modeling.

HBS completely met my needs because I wanted to come to business school to learn something (and not be paying $75k/year just to network). It was academically a lot harder than I expected, but everyone is very nice and helpful - a lot of pre-HBS finance people do section reviews out of their desire to help their sectionmates. However this also means that if you’re expecting to come to HBS to cruise or even work on a start up idea, the rigorous curriculum means you might not have the time to do that.",,,
Harvard,GMAT Club,"Came to HBS the military hoping to transition to investment banking. I found the case method to be extremely frustrating at first, but over time I adjusted and have come to really enjoy class and feel like I have learned a lot. The required curriculum taken during the first year gave me a good business foundation that I feel prepared me well for my summer internship and the elective curriculum taken during the second year.

I suggest that future applicants understand what the case method means. If you want to come to business school to party and relax, realize that everyone must do SOME prep for every class. For some people that means 1-2 hours (me) and for others 30min - 1hour. If you blow off prep I think the 80 minutes of class would be quite boring.",,,
Harvard,GMAT Club,"One can feel incredibly lucky to be accepted to Harvard Business School. The school is reference in terms of state-of-the-art management practices, constantly doing relevant research and staying in contact with leading industry executives, often HBS grads themselves. The Case method is incredibly helpful in facilitating the transition from Junior level positions to Management as it helps students think about the problem as a whole and not focus on specific aspects of the theory being thaught. The faculty is incredible and constantly amazed me with their level of preparation and how well they know both the subject and the students.",,,
Harvard,GMAT Club,"HBS has largely exceeded my expectations, in particular the wonderful faculty and students. The case method, while an adjustment at the beginning, has proven to be a most insightful teaching tool. I'm continuously surprised by the intelligence and diversity of the student population. Moreover, I truly believe that HBS has some of the best student organizations amongst top businesses schools. However, the career department needs to step up its game as there are few true value-added services provided by the school, and most students (even those who are pursuing traditional career paths) have to rely on their fellow classmates and student clubs for career help.",,,
Harvard,GMAT Club,"Loving my experience so far. The section experience is probably the highlight. My classmates are incredibly accomplished yet down to earth. I don't see anyone being competitive. Academic experience is more intense than what my friends at other schools are reporting, but I view that as a real differentiator and a big reason why I chose HBS. Case method classes can be nerve-racking yet invigorating. The first year is very structured. You are told what classes to take and where to sit. You have the same seat in the same classroom with the same 94 people for every class. The professors rotate in and out. It helps you get to know your sectionmmates better.

Don't only rely on the on campus options. If you know what you want to do before school starts, start reaching out to Alumni early. The internship I wanted didn't recruit at HBS but the alumni working at the company got me in front of there right people and I was able to secure an internship. The HBS degree might sometimes be a target on your back, people assume things about you, so when doing off campus recruiting it's really important to convey your interest and show how serious you are about that particular role.",,,
Harvard,GMAT Club,"Overall I got a lot out of attending HBS. The first year was really regimented which was a bit frustrating for me but second year was a lot of fun as I dove into subjects that I was passionate about. The faculty are world class and readily accessible to students, alumni answer your emails, and despite the reputation, most everyone is friendly and willing to help you out. I am friends with many HBSers to this very day and I still remember them taking the time to work with me on financial models or accounting principles outside of class when they could otherwise have been doing more fun things.

The biggest surprise for me was the sheer amount of work involved. Between case prep, study groups, and classes, HBS seems to have the heaviest academic workload of the top b-school programs despite the fact that it has a reputation of being filled with people only focused on networking (probably true for some but not most).

I went into HBS to either do a startup or try to transition into tech. I started a tech startup during school and leveraged their many resources available to entrepreneurs. The relationships we developed with the school, faculty, and the broader Boston startup scene really helped a great deal. I've since transitioned to a large tech company in product marketing and I still leverage many of the things I learned at b-school every day.",,,
Harvard,GMAT Club,"I came to HBS to make a pivot in my career. Though I did make a pivot, it definitely wasn't the one I expected.

The plan was to go from being an engineer and product manager at a big tech company, to being a product marketer at a big tech company. I had a clear sense of who I was, what I wanted to do, and why I wanted to do it. I believe this is a large part of why I got accepted into HBS (and only HBS). Ultimately, I ended up founding my own tech startup instead. I never expected that to happen.

The HBS program challenged me in ways I didn't expect. It wasn't academically challenging, but personally challenging. I was pushed to try everything, to explore, and to learn more about myself in the process. It was that exploration that led to my ultimate career choice.

The student body still leans towards management, finance, and consulting, but academically you can't really specialize like you can at other schools. HBS teaches you just enough about every topic to be a competent manager, and nothing more. This is not the right experience for everyone.

Future applicants: have a story ready that described who you are, what you've done, and what you want to do. Incorporate different elements of that overarching narrative into components of your application.

Things at HBS might feel hokey or ""kumbaya"" at times. Don't become cynical. Embrace all the weird and oddball activities. Get everything you can out of every experience, even ones that you think are completely outside of your interests.

If you start a company right after school you can get $10,000 of your student debt forgiven by the HBS Rock Center. This is a great deal.",,,
Harvard,Niche,"Harvard Business School was genuinely transformative. The case method is intense and incredibly effective—it pushed me to think critically, speak up, and consider a wide range of perspectives every single day. The classroom dynamic was electric. My peers were brilliant, driven, and came from all over the world, which made for rich discussions and long-lasting friendships. The access to world-class faculty, networking opportunities, and resources (like the i-lab and career services) is unmatched. The leadership development component is also incredibly strong—you don’t just learn to manage businesses, you learn to lead people.

Worst Parts:
It can be overwhelming. The environment is very high-pressure and performance-driven, which sometimes felt intense or isolating. If you’re not used to that pace or culture, it can take time to adjust. Also, while HBS is working on diversity and inclusion, there’s still work to be done in making all students feel equally seen and supported.",,,
Harvard,Niche,"Attending Harvard Business School has been a life-changing opportunity—one that I don’t take for granted. I’ve grown tremendously, both personally and professionally, and I’m committed to using this experience to make a meaningful impact in my community and beyond.

That said, the financial burden is significant. Despite making careful financial plans and pursuing available aid, I am still in need of additional financial assistance to continue my studies without the added stress of financial hardship. Receiving further support would allow me to stay fully engaged in the academic and leadership opportunities here and continue preparing for a career dedicated to service and equity.",,,
Harvard,Niche,"My business school experience has been incredible. My classmates are down-to-earth, curious, fun, and genuinely supportive, making every interaction enjoyable and enriching. Classes are engaging, challenging, and thought-provoking, pushing me to grow while still being a great time. Beyond the classroom, the alumni network is phenomenal—welcoming, inspiring, and always willing to connect and help. Their kindness and thoughtfulness make it clear that this community extends far beyond just two years on campus. The combination of engaging academics, incredible peers, and a truly special alumni network has made this experience not only transformative but also deeply rewarding.",,,
Harvard,Niche,"The HBS community fosters an environment where students are motivated to pursue their entrepreneurial interests. The extensive resources available cater to the distinct requirements of innovators, both in and out of the classroom. The diverse global perspectives within the immersive learning setting contribute to a continuous exchange of dynamic ideas, resulting in significant and enduring impact. With a rich history of entrepreneurship, marked by over 50% of graduates initiating at least one new venture, HBS remains committed to supporting alumni through comprehensive programs that encourage collaboration and lifelong learning.",,,
Harvard,Niche,"Harvard's case method will allow me to learn how to structure strategic decisions, as well as practice presenting and problematizing decisions in real-time with a diverse set of peers. While enhancing my leadership skills, I will delve into key topics such as measuring impact, managing human capital, and implementing social capital practices. Courses like “Transforming Education through Social Entrepreneurship” will help me apply these learnings in educational and non-profit settings.

I plan to gain hands-on experience through Harvard's immersive extracurriculars. Harvard's Management Consulting Club offers mock interviews and interactive case workshops, which will deepen my content expertise and credibility in the consulting space. Additionally, engaging with a local organization as a visiting Board Fellow will provide me insight into social impact enterprises, such as the Linda M. Walczak Children's Literacy Fund.",,,
NYU,GMAT Club,"Now that I’m one year out and at the rosy shades of a 70% virtual experience (sarcasm) have waned, I figured it was time to write up a review.

I recruited for a number of industries, and found the school’s network, but perhaps more predominantly the location, to be invaluable. There are subsets of opportunities only found at NY schools by nature of being in the city. Recruiting for the common career paths is well structured and is ran in tandem with student clubs. I am currently on the buyside and found that the overall brand compares very favorably to peer schools (SOM, Tuck, etc.).

The faculty and teaching quality is second to none and probably the hidden gem of the program. There are the most Nobel laureates on faculty of any MBA program and the classes were phenomenal. You can cross list 15+ credits with other schools which was something I readily took advantage of. Of course, the overall value add that you get out of this may be minimal in the grand scheme of things, since MBAs are all about those superficial two-minute conversations. In all seriousness, I was able to make a few close friends, but definitely did miss out a bit because of a global pandemic.

So, in the end, great MBA.
",,,
NYU,GMAT Club,"NYU Stern really focuses on recruiting for IQ and EQ (emotional intelligence), and it shows in the student body. I have had the opportunity to meet so many wonderful and smart people, and the network you make from this program is very worthwhile. The course and professors are interesting to - in the night classes you will often find professors who are experts in their field and currently working. The founder of Buzzfeed occasionally teaches a night class. The recrutiting options for off-campus jobs are great as well because of the location in NYC. Any company you could possibly want to network with is just a subway ride away. I have seen other students from schools in Boston at recruiting events, and they travel down to NYC Thursday night and have to get a hotel for the weekend to do the same thing that I can do leaving my apartment in the morning.

The recruiting process is solid and great companies do come to campus, but it can be a little difficult to get top jobs if you don't have a great background coming into the program. There are plenty of kids with awesome GMAT scores and great grades who didn't even get an interview for MBB. That's not to stay it's not possible to get top consulting jobs, but they don't take many people from Stern (at least for internships). IB is a different story - plenty of people get internships at top banks. Some people who recruit for banking get no banking offers, but the majority get something, and every bank you could possibly want to work for recruits in decent numbers at Stern. It's also a good place to go if you want to work at Amazon - we send a bunch of people there every year.
",,,
NYU,GMAT Club,"NYU Stern excels in attracting a diverse and talented student body and the location (B-School in SoHo) probably cannot be beat by any other institution. Formally an investment banking feeder, the school has been expanding its reach into the Strategy/Management Consulting, Tech and Luxury Retail fields post financial downturn with incremental success. Every year, things get a little bit better on this front. More student go for these jobs, more get hired, and so on. That being said, if you're interested in Investment Banking or other sell-side jobs, it's a great place to go to business school.

While the student body is in my opinion its biggest asset, the school is still figuring out how to balance bringing in more diversity with the more mundane institutional goals of running a business school (making sure student GMAT scores and post-graduation salaries remain competitive enough to generate a high USNews Ranking). What I mean by this is, someone joining the school who was formerly a photographer, that then goes and works for an economic development non-profit after graduation, probably won't help those raw numbers (lower GMAT, lower salary), but will add tremendous value to the NYU community and should be admitted to the school. Balancing those still requires some work and is the only area where I think NYU needs to see improvement.",,,
NYU,GMAT Club,"NYU offers a great experience for those interested in moving into finance or looking to come to New York. I was interested in advancing my own skills in finance and strategy, and NYU had a variety of courses that met my needs. The professors really make the classes interesting, and NYU has a wide range of great professors (even outside of finance/IB). The student body is very diverse, and there are lots of opportunities to network with professionals in the city. The university is also in the process of expanding and improving course offerings in Luxury, Entrepreneurship, and Fin Tech. Be sure to visit if you are interested in joining!",,,
NYU,GMAT Club,"There are lots of opportunities but the full time program gets the majority of the resources and prestige. They also have good networking opportunities and a better selection for some classes.

There are happy hours that are setup weekly with your core group and many students are happy to network. However the grind from going to work and then class can be quite difficult at times.

You need to be proactive to make connections and friends. Many of the professors are understanding of the workload and are there to help you along the way. Furthermore, they have many connections in the industry and there are a few that are noble prize winners which is great!",,,
NYU,GMAT Club,"Location-wise it's the best among all business schools. At the same time, being in NYC means you have to network and hustle a lot more on your own. But if you put in the effort, you can open up a lot of various opportunities such as doing a semester internship in a start-up or PE shop or a tech company.

Recruiting for finance is pretty strong and the school is building up momentum in other industries such as consulting and tech.

Student body and alumni network are VERY supportive and collaborative, which are exactly what I wanted out of a business school.",,,
NYU,GMAT Club,"The community itself is extremely diverse with a substantial portion of the students coming from international locations. The clubs are all student run and we get a lot of opportunity to interact with the other students as well as admin and faculty.
There’s a strong sense of paying it forward and MBA2’s go out of their way to help MBA1’s with recruiting and everything else. There’s almost always a wait list for volunteering opportunities to help incoming students, new admits and MBA1’s. I personally benefited immensely thanks to the MBA2’s being involved heavily in college activities.

One of the biggest advantages is being in the heart of NYC which gives students unparalleled access to all major firms, prominent guest lecturers that Stern brings in weekly, a plethora of projects and mentors.

The faculty is outstanding with particularly strong marketing and finance departments. Strategy professors all work on the cutting edge in real world projects and therefore bring the latest learning’s from the field to the class.
Experiential learning programs like the Stern Consulting Corps give students a chance to apply classroom theory to real world scenarios while being mentored by a Stern professor. Because all the clients are local (companies in NYC) you get more face time and therefore more chance to interact with your clients.
The Stern Signature Projects are unique in that you will be solving really unstructured problems for some high impact clients (usually with a social focus).
While the experience on both of these depends on the kind of team you have, as long as you are easy to work with and flexible you will have a really good experience on both of these.

Stern has traditionally been strong in finance but now does really well in consulting and marketing recruiting as well.
Recruiting will be a big part of your life when you start at business school. While Stern’s location helps it immensely, I feel that the banking recruiting is more structured than the consulting recruiting. MBB don’t consider Stern a core school and take a total of about 20 people combined. Higher ranked schools definitely send more students to these firms.
That being said, the Stern community (students and the career development team) are great resources to prepare for jobs. Programming starts almost immediately and by the time interview season starts you are more or less prepared for all interviews. Recruiting is definitely hard work and from my experience the people who work the hardest are definitely rewarded with great offers. Everyone ends up with an offer for the summer, but it may not be their top choice of firm.

The exposure you will get in terms of companies is unparalleled. I was able to attend numerous events hosted by companies in the city and work my way through the networking to land interviews with most of the top consulting firms.
This becomes all the more important with investment banking which is more networking heavy.",,,
NYU,GMAT Club,"NYU really does take advantage of its location in downtown New York City. The clubs do an amazing job organizing corporate visits. Job interviews are often just a walk or subway ride from campus and plenty of companies come to campus for information sessions and recruiting.

There is a good breadth and depth of courses offered, although some are only offered in the evenings. Students have been petitioning for more day sections.

There are multiple ""superstar"" professors and they are generally worth seeking out if they teach in your area of interest. I would say that the quality of teacher (and to a lesser extent, classmates) had more influence on the value of the course than the material and its applicability to my career.

DBI study abroad experiences are worth it for the educational, but mostly cultural and social aspects.
",,,
NYU,GMAT Club,"Finance professors are very strong. I know many people who have come in to change their lives and have done so.

I would encourage incoming students to begin researching professors and their career paths.

As a Stern MBA you can take classes in other premier schools such as Courant.

I am emphasizing math/finance due to my background and goals.

Almost all professors will take meetings regarding entrepreneurial ideas, and will offer valuable input.",,,
NYU,GMAT Club,"I went to Stern to transition from Consulting into Investment Management. Not only I was able to achieve my primary goal which was to get my ideal job after the business school, I had a great time and built life-long friendships. I took classes from Nobel laureates and traveled to other countries to learn more about their cultures and businesses. I was able to take advantage of the Stern's premier location and the strong alumni network to achieve my post-MBA career goals. In addition, almost every student at the school get involved in several students clubs to improve their leadership skills and help the next class to have a good MBA experience.",,,
NYU,GMAT Club,"Excellent MBA program. Has surpassed all my expectations. Has excellent professors, which I really value since I am a career changer and actually need to learn something during my MBA. Career services is also a huge plus; there are tons of resources to help you find an internship.

The community of students has blown me away. There is a very diverse student body and we quickly bonded to become great friends. There are close to 400 students per year, so even though you probably won't be friends with all of them, there is a great pool of people to meet. Everyone is extremely intelligent and interesting.
",,,
